"","school","opponent","cbsRankDiff","cbsConfRankDiff","rushTdsAvgLagDiff","rushingYardsAvgLagDiff","totalYardsAvgLagDiff","yardsPerPassAvgLagDiff","penaltyYardsAvgLagDiff","turnoversAvgLagDiff","completionPercentAvgLagDiff","rushTdsLagDiff","rushingYardsLagDiff","totalYardsLagDiff","yardsPerPassLagDiff","penaltyYardsLagDiff","turnoversLagDiff","completionPercentLagDiff","spreadOpen","moneyline","overUnderOpen","pointsDiff"
"494","Florida","LSU",37,0,0.65,55.35,42.75,0.995,-27.8,0.3,-0.0469999999999999,0,176,-58,-2,-76,0,-0.13968253968254,-3,-135,51.5,-10
"495","Alabama","Tennessee",-8,0,-0.333,61.666,-55.333,-2.2,15.666,0.334,-0.0710000000000001,-2,25,-103,-2.7,-34,4,0.024436090225564,-7,-320,65.5,-3
"496","Tennessee","Alabama",8,0,0.333,-61.666,55.333,2.2,-15.666,-0.334,0.0710000000000001,2,-25,103,2.7,34,-4,-0.024436090225564,7,260,65.5,3
"497","Mississippi State","Kentucky",16,0,1.2,28.6,129,-1.84,54,0.2,0.0569999999999999,3,52,269,1.6,20,-2,0.090277777777777,-6,-180,47,-10
"498","Kentucky","Mississippi State",-16,0,-1.2,-28.6,-129,1.84,-54,-0.2,-0.0569999999999999,-3,-52,-269,-1.6,-20,2,-0.090277777777777,6,155,47,10
"499","Auburn","Ole Miss",17,0,-2.35,-115.8,-124.4,-1.615,13.4,0.9,-0.046,-4,-42,-153,-5.4,-5,2,-0.294070512820513,15.5,475,54.5,-14
"500","Ole Miss","Auburn",-17,0,2.35,115.8,124.4,1.615,-13.4,-0.9,0.046,4,42,153,5.4,5,-2,0.294070512820513,-15.5,-700,54.5,14
"501","BYU","Arkansas",27,49.5089552238806,-1,-116.4,-49,0.0800000000000001,-0.200000000000003,-0.8,0.03,0,-81,-203,-3.4,-79,-1,0.09462915601023,3,-160,59.5,-17
"502","Arkansas","BYU",-27,-49.5089552238806,1,116.4,49,-0.0800000000000001,0.200000000000003,0.8,-0.03,0,81,203,3.4,79,1,-0.09462915601023,-3,135,59.5,17
"503","Bowling Green","Miami (OH)",25,0,-1.15,-77,30.25,-0.195,-0.0499999999999972,0.7,0.013,-3,-137,-35,-6.3,64,3,-0.154485049833887,7,210,47.5,4
"504","Miami (OH)","Bowling Green",-25,0,1.15,77,-30.25,0.195,0.0499999999999972,-0.7,-0.013,3,137,35,6.3,-64,-3,0.154485049833887,7,-250,47.5,-4
"505","Western Michigan","Ohio",35,0,-0.2,20.4,-106.6,-3.06,34.8,1,-0.16,-3,-43,-262,-10.6,71,1,-0.513888888888889,-2,-125,60,-19
"506","Ohio","Western Michigan",-35,0,0.2,-20.4,106.6,3.06,-34.8,-1,0.16,3,43,262,10.6,-71,-1,0.513888888888889,2,105,60,19
"507","Toledo","Kent State",-56,0,0.334,-17.333,-106.333,-0.567,-15.333,-0.333,0.041,1,50,-66,1.3,-14,-1,0.139285714285714,-9,-310,62,21
"508","Kent State","Toledo",56,0,-0.334,17.333,106.333,0.567,15.333,0.333,-0.041,-1,-50,66,-1.3,14,1,-0.139285714285714,9,255,62,-21
"509","Central Michigan","Akron",-23,0,-0.667,-7.867,-24.267,-0.347,17.867,0.2,-0.089,-3,70,-133,-2.3,16,0,-0.321296296296296,-13.5,-550,58.5,7
"510","Akron","Central Michigan",23,0,0.667,7.867,24.267,0.347,-17.867,-0.2,0.089,3,-70,133,2.3,-16,0,0.321296296296296,13.5,390,58.5,-7
"511","Connecticut","Ball State",-15,-26.286614173228,0.667,65.417,-109.083,-0.141999999999999,-6.75,-0.167,0.0659999999999999,3,181,166,0.9,23,-2,0.194444444444444,9.5,280,46.5,-4
"512","Ball State","Connecticut",15,26.286614173228,-0.667,-65.417,109.083,0.141999999999999,6.75,0.167,-0.0659999999999999,-3,-181,-166,-0.9,-23,2,-0.194444444444444,-9.5,-360,46.5,4
"513","Northern Illinois","Eastern Michigan",9,0,-0.2,17.733,20.2,-0.569999999999999,-13.733,-0.567,-0.025,-1,20,11,-4,-30,3,-0.0544217687074829,3,140,63,29
"514","Eastern Michigan","Northern Illinois",-9,0,0.2,-17.733,-20.2,0.569999999999999,13.733,0.567,0.025,1,-20,-11,4,30,-3,0.0544217687074829,-3,-165,63,-29
"515","UMass","Buffalo",31,-26.286614173228,-1.2,16.4,-120.4,-2.307,35.933,-0.0669999999999999,-0.17,-2,-135,-233,-3,-39,0,-0.221428571428571,16,550,47.5,-27
"516","Buffalo","UMass",-31,26.286614173228,1.2,-16.4,120.4,2.307,-35.933,0.0669999999999999,0.17,2,135,233,3,39,0,0.221428571428571,-16,-850,47.5,27
"517","Clemson","Florida State",1,0,0.35,-14.8,-17.65,-1.145,-13.05,-0.7,0.014,0,-62,-23,1.1,-90,-1,0.080645161290323,-4,-195,51,6
"518","Florida State","Clemson",-1,0,-0.35,14.8,17.65,1.145,13.05,0.7,-0.014,0,62,23,-1.1,90,1,-0.080645161290323,4,165,51,-6
"519","Syracuse","NC State",16,0,0.75,25.75,93,3.025,-5.25,-0.5,0.099,1,-107,45,3,21,3,0.18840579710145,-6,-160,44,15
"520","NC State","Syracuse",-16,0,-0.75,-25.75,-93,-3.025,5.25,0.5,-0.099,-1,107,-45,-3,-21,-3,-0.18840579710145,6,135,44,-15
"521","Miami","Virginia Tech",-47,0,-0.533,-17.867,126.733,1.187,-38.267,0.2,0.0289999999999999,-2,-84,135,2.8,-44,0,0.204927211646137,-7,-300,47.5,6
"522","Virginia Tech","Miami",47,0,0.533,17.867,-126.733,-1.187,38.267,-0.2,-0.0289999999999999,2,84,-135,-2.8,44,0,-0.204927211646137,7,250,47.5,-6
"523","Duke","North Carolina",23,0,0.2,27.2,-64,-2.54,-9.6,-1,-0.02,-1,-19,-192,-7.7,14,-1,-0.190766550522649,6,180,67.5,-3
"524","North Carolina","Duke",-23,0,-0.2,-27.2,64,2.54,9.6,1,0.02,1,19,192,7.7,-14,1,0.190766550522649,-6,-220,67.5,3
"525","TCU","Oklahoma State",-30,0,0.25,53.25,-19.75,-0.0249999999999995,-11.75,0.5,0.0690000000000001,-1,7,18,2.7,-33,2,0.208080808080808,-3.5,-180,68,3
"526","Oklahoma State","TCU",30,0,-0.25,-53.25,19.75,0.0249999999999995,11.75,-0.5,-0.0690000000000001,1,-7,-18,-2.7,33,-2,-0.208080808080808,3.5,155,68,-3
"527","West Virginia","Baylor",40,0,0.417,24.75,41,-0.967000000000001,11.167,0.583,-0.0549999999999999,1,-51,-143,-3.3,38,-2,-0.095833333333333,3.5,145,55,3
"528","Baylor","West Virginia",-40,0,-0.417,-24.75,-41,0.967000000000001,-11.167,-0.583,0.0549999999999999,-1,51,143,3.3,-38,2,0.095833333333333,-3.5,-170,55,-3
"529","Kansas","Oklahoma",20,0,0.667,-32.333,-14.067,2.553,-6.867,-0.2,0.031,0,33,345,8,9,0,0.088235294117647,7,275,64,-10
"530","Oklahoma","Kansas",-20,0,-0.667,32.333,14.067,-2.553,6.867,0.2,-0.031,0,-33,-345,-8,-9,0,-0.088235294117647,-7,-350,64,10
"531","Iowa State","Texas",49,0,-1.4,-96,-116.4,-3.02,7.40000000000001,1,-0.0389999999999999,-3,-218,-309,-4.1,30,-1,-0.098471986417657,14.5,550,50,-3
"532","Texas","Iowa State",-49,0,1.4,96,116.4,3.02,-7.40000000000001,-1,0.0389999999999999,3,218,309,4.1,-30,1,0.098471986417657,-14.5,-850,50,3
"533","Colorado State","Utah State",16,0,-1,-98.333,-159,-1.6,17.667,-0.333,-0.054,-2,-22,-159,-5.8,71,2,-0.282608695652174,9,275,48,-4
"534","Utah State","Colorado State",-16,0,1,98.333,159,1.6,-17.667,0.333,0.054,2,22,159,5.8,-71,-2,0.282608695652174,-9,-350,48,4
"535","New Mexico State","New Mexico",-20,-13.5615384615385,0,19.55,24,-0.855,-9.65000000000001,0.45,-0.104,-1,-115,-98,-0.2,-40,-3,-0.040257648953302,6,190,38,12
"536","New Mexico","New Mexico State",20,13.5615384615385,0,-19.55,-24,0.855,9.65000000000001,-0.45,0.104,1,115,98,0.2,40,3,0.040257648953302,-6,-230,38,-12
"537","UNLV","Air Force",58,0,-0.2,-157,-39.4,-5.8,37.4,-0.6,0.22,-2,-212,-146,-2.1,-3,-1,0.154761904761904,9.5,280,54,-35
"538","Air Force","UNLV",-58,0,0.2,157,39.4,5.8,-37.4,0.6,-0.22,2,212,146,2.1,3,1,-0.154761904761904,-9.5,-360,54,35
"539","San José State","Fresno State",24,0,0.75,25.5,70.5,1.125,3.75,-1.5,-0.035,1,104,200,3.3,35,-2,0.128205128205129,-6.5,-250,49.5,-7
"540","Fresno State","San José State",-24,0,-0.75,-25.5,-70.5,-1.125,-3.75,1.5,0.035,-1,-104,-200,-3.3,-35,2,-0.128205128205129,6.5,210,49.5,7
"541","Hawai'i","Nevada",-6,0,-0.7,2.90000000000001,110.55,0.59,8.35,1.65,-0.034,-1,32,-16,0,-54,-1,0.112044817927171,4.5,170,48.5,15
"542","Nevada","Hawai'i",6,0,0.7,-2.90000000000001,-110.55,-0.59,-8.35,-1.65,0.034,1,-32,16,0,54,1,-0.112044817927171,-4.5,-200,48.5,-15
"543","Wisconsin","Michigan State",-39,0,-0.25,46,16,0.0750000000000002,24.75,0.25,-0.05,-1,93,194,5.7,8,0,0.086363636363636,-5.5,-220,47,-6
"544","Michigan State","Wisconsin",39,0,0.25,-46,-16,-0.0750000000000002,-24.75,-0.25,0.05,1,-93,-194,-5.7,-8,0,-0.086363636363636,5.5,180,47,6
"545","Indiana","Maryland",53,0,-1.2,-88.6,-90.4,-2.88,-16,0.2,-0.188,-1,-53,-165,-4.2,-26,0,-0.174006444683136,10.5,300,60.5,-5
"546","Maryland","Indiana",-53,0,1.2,88.6,90.4,2.88,16,-0.2,0.188,1,53,165,4.2,26,0,0.174006444683136,-10.5,-400,60.5,5
"547","Penn State","Michigan",5,0,0.733,-0.733000000000004,23.933,-0.0599999999999996,4.2,0.533,-0.114,0,55,-109,-1.4,-30,4,-0.277777777777778,7.5,230,51.5,-24
"548","Michigan","Penn State",-5,0,-0.733,0.733000000000004,-23.933,0.0599999999999996,-4.2,-0.533,0.114,0,-55,109,1.4,30,-4,0.277777777777778,-7.5,-280,51.5,24
"549","Illinois","Minnesota",-6,0,-0.6,-4.80000000000001,-48.933,-2.68,29.6,0.533,0.002,-1,153,12,-3.9,26,0,0.087878787878788,3.5,170,39,12
"550","Minnesota","Illinois",6,0,0.6,4.80000000000001,48.933,2.68,-29.6,-0.533,-0.002,1,-153,-12,3.9,-26,0,-0.087878787878788,-3.5,-200,39,-12
"551","Purdue","Nebraska",-3,0,-0.6,-45,-11.8,-1.3,21,0.2,0.012,2,-59,69,2.5,-2,1,0.083058668424522,-11.5,-450,58,6
"552","Nebraska","Purdue",3,0,0.6,45,11.8,1.3,-21,-0.2,-0.012,-2,59,-69,-2.5,2,-1,-0.083058668424522,11.5,335,58,-6
"553","Tulane","South Florida",-87,0,-0.333,-56.417,24.417,2.483,-9.25,-1.333,0.131,0,-161,-64,1,27,-1,0.157142857142857,-10.5,-400,55,14
"554","South Florida","Tulane",87,0,0.333,56.417,-24.417,-2.483,9.25,1.333,-0.131,0,161,64,-1,-27,1,-0.157142857142857,10.5,300,55,-14
"555","Memphis","East Carolina",-10,0,1,4.46700000000001,-47.267,0.347,3.667,-0.733,-0.015,1,25,19,2.8,3,-1,0.031674208144797,3.5,150,59.5,-2
"556","East Carolina","Memphis",10,0,-1,-4.46700000000001,47.267,-0.347,-3.667,0.733,0.015,-1,-25,-19,-2.8,-3,1,-0.031674208144797,-3.5,-175,59.5,2
"557","UCF","Temple",-71,0,2,173.25,189,0.325,14.25,-1,0.0549999999999999,3,108,187,3.9,6,-3,0.223190932868352,-24.5,-2800,46,57
"558","Temple","UCF",71,0,-2,-173.25,-189,-0.325,-14.25,1,-0.0549999999999999,-3,-108,-187,-3.9,-6,3,-0.223190932868352,24.5,1100,46,-57
"559","SMU","Navy",-50,0,-0.667,-105.75,176.5,0.241999999999999,9.583,1.083,0.201,-3,-342,-14,2.3,-16,1,0.361111111111111,-11,-450,57,6
"560","Navy","SMU",50,0,0.667,105.75,-176.5,-0.241999999999999,-9.583,-1.083,-0.201,3,342,14,-2.3,16,-1,-0.361111111111111,11,335,57,-6
"561","Middle Tennessee","Western Kentucky",26,0,-0.3,-42.45,-118.2,-0.244999999999999,-13.85,-0.5,-0.0669999999999999,-1,32,-145,-3,-8,1,-0.109634551495016,7,220,66,-18
"562","Western Kentucky","Middle Tennessee",-26,0,0.3,42.45,118.2,0.244999999999999,13.85,0.5,0.0669999999999999,1,-32,145,3,8,-1,0.109634551495016,-7,-270,66,18
"563","North Texas","Louisiana Tech",-20,0,1,126.533,104.8,-0.0399999999999991,-25.533,-1.133,-0.035,2,186,101,-1.3,11,0,0.047619047619047,-6,-230,71,20
"564","Louisiana Tech","North Texas",20,0,-1,-126.533,-104.8,0.0399999999999991,25.533,1.133,0.035,-2,-186,-101,1.3,-11,0,-0.047619047619047,6,190,71,-20
"565","Washington","Arizona",-52,0,1,-4.8,6.40000000000003,0.379999999999999,10.8,-1.4,0.032,4,19,102,0.3,25,-2,0.058201058201059,-15.5,0,73.5,10
"566","Arizona","Washington",52,0,-1,4.8,-6.40000000000003,-0.379999999999999,-10.8,1.4,-0.032,-4,-19,-102,-0.3,-25,2,-0.058201058201059,15.5,500,73.5,-10
"567","Colorado","California",24,0,-0.6,-34.2,-121.2,-2.4,-22.8,1,-0.145,1,123,29,-1.4,-25,1,-0.181981981981982,14.5,460,49,7
"568","California","Colorado",-24,0,0.6,34.2,121.2,2.4,22.8,-1,0.145,-1,-123,-29,1.4,25,-1,0.181981981981982,-14.5,-675,49,-7
"569","Utah","USC",6,0,-0.25,14.85,-36.2,-0.735,-26.85,0.75,0.028,0,55,-6,-1,-36,1,-0.053259141494436,-3.5,-170,60.5,1
"570","USC","Utah",-6,0,0.25,-14.85,36.2,0.735,26.85,-0.75,-0.028,0,-55,6,1,36,-1,0.053259141494436,3.5,145,60.5,-1
"571","Washington State","Oregon State",41,0,-0.95,-92.9,-23.45,-0.505000000000001,-26.15,0.0499999999999998,0.099,-1,-120,-27,0,-55,2,-0.014655172413793,3.5,140,52.5,-14
"572","Oregon State","Washington State",-41,0,0.95,92.9,23.45,0.505000000000001,26.15,-0.0499999999999998,-0.099,1,120,27,0,55,-2,0.014655172413793,-3.5,-165,52.5,14
"573","Georgia Southern","James Madison",23,0,0.2,-33.8,-6.5,-2.605,3.4,0.95,-0.039,-1,-112,-149,-3.3,24,5,-0.144511858797573,10.5,295,63.5,7
"574","James Madison","Georgia Southern",-23,0,-0.2,33.8,6.5,2.605,-3.4,-0.95,0.039,1,112,149,3.3,-24,-5,0.144511858797573,-10.5,-390,63.5,-7
"575","Louisiana","Marshall",10,0,-0.533,-51.667,-35.067,-0.527,25.533,-0.133,-0.0620000000000001,-1,65,102,-0.5,2,2,0.0873015873015871,7.5,255,47.5,10
"576","Marshall","Louisiana",-10,0,0.533,51.667,35.067,0.527,-25.533,0.133,0.0620000000000001,1,-65,-102,0.5,-2,-2,-0.0873015873015871,-7.5,-310,47.5,-10
"577","Charlotte","UAB",19,0,-1.95,-144.9,-48.05,-0.445,-4.3,0.1,-0.048,-3,-207,-136,-1.1,-20,3,-0.076998050682262,23.5,1100,62.5,-14
"578","UAB","Charlotte",-19,0,1.95,144.9,48.05,0.445,4.3,-0.1,0.048,3,207,136,1.1,20,-3,0.076998050682262,-23.5,-2800,62.5,14
"579","Florida Atlantic","Rice",-32,0,-0.667,52.733,57.933,-0.313,6.733,-0.6,-0.0920000000000001,-1,32,223,-0.199999999999999,-61,1,-0.127058823529412,-5,-210,56,3
"580","Rice","Florida Atlantic",32,0,0.667,-52.733,-57.933,0.313,-6.733,0.6,0.0920000000000001,1,-32,-223,0.199999999999999,61,-1,0.127058823529412,5,175,56,-3
"581","Coastal Carolina","Old Dominion",-53,0,1.6,148,159,2.54,-24.4,-0.2,0.109,2,69,18,2.3,10,-2,0.091614906832299,-11,-450,57,-28
"582","Old Dominion","Coastal Carolina",53,0,-1.6,-148,-159,-2.54,24.4,0.2,-0.109,-2,-69,-18,-2.3,-10,2,-0.091614906832299,11,335,57,28
"583","Louisiana Monroe","South Alabama",77,0,0,19.267,-54.133,-0.093,-20.2,0.467,0.026,-1,29,63,3,-15,0,0.431943351691582,17.5,600,54,-7
"584","South Alabama","Louisiana Monroe",-77,0,0,-19.267,54.133,0.093,20.2,-0.467,-0.026,1,-29,-63,-3,15,0,-0.431943351691582,-17.5,-950,54,7
"585","Troy","Texas State",-74,0,0.65,-4.84999999999999,46.35,2.38,-20.05,-0.95,0.0690000000000001,1,48,4,2.3,-15,1,-0.00372670807453401,-16,-850,48.5,3
"586","Texas State","Troy",74,0,-0.65,4.84999999999999,-46.35,-2.38,20.05,0.95,-0.0690000000000001,-1,-48,-4,-2.3,15,-1,0.00372670807453401,16,550,48.5,-3
"587","Southern Mississippi","Arkansas State",-18,0,-1.083,37.667,-65.417,-0.775,19.5,2,-0.155,0,28,-62,-5,85,3,-0.0725274725274719,-4,-175,56.5,1
"588","Arkansas State","Southern Mississippi",18,0,1.083,-37.667,65.417,0.775,-19.5,-2,0.155,0,-28,62,5,-85,-3,0.0725274725274719,4,150,56.5,-1
"589","UNLV","Notre Dame",95,13.5615384615385,0.5,-36.167,-53.5,-0.633,22,0,0.024,-1,-89,-122,2.3,-20,2,0.185185185185186,24,1300,50,-23
"590","Notre Dame","UNLV",-95,-13.5615384615385,-0.5,36.167,53.5,0.633,-22,0,-0.024,1,89,122,-2.3,20,-2,-0.185185185185186,-24,-5000,50,23
"591","Texas A&M","South Carolina",-5,0,-1.4,-14.8,-85,-1.98,-0.199999999999996,-1,-0.0840000000000001,-2,-109,-33,-3.9,33,-1,-0.204927211646137,-3.5,-160,46.5,-6
"592","South Carolina","Texas A&M",5,0,1.4,14.8,85,1.98,0.199999999999996,1,0.0840000000000001,2,109,33,3.9,-33,1,0.204927211646137,3.5,135,46.5,6
"593","Missouri","Vanderbilt",-23,0,0,-42.6,-80.3,-1.085,16.65,0.75,-0.017,1,28,-33,-0.100000000000001,5,1,0.0228070175438589,-15,-650,56,3
"594","Vanderbilt","Missouri",23,0,0,42.6,80.3,1.085,-16.65,-0.75,0.017,-1,-28,33,0.100000000000001,-5,-1,-0.0228070175438589,15,450,56,-3
"595","Mississippi State","Alabama",39,0,-0.917,-117.167,-52.917,-0.774999999999999,-23.167,0,0.069,-3,-92,-344,-3.3,-21,0,0.00259875259875297,21.5,800,62,-24
"596","Alabama","Mississippi State",-39,0,0.917,117.167,52.917,0.774999999999999,23.167,0,-0.069,3,92,344,3.3,21,0,-0.00259875259875297,-21.5,-1600,62,24
"597","Western Michigan","Miami (OH)",21,0,0,-44.166,11.6660000000001,-0.217,5.333,1.667,-0.024,1,-14,144,2.6,-30,5,0.0189753320683119,5.5,190,45.5,6
"598","Miami (OH)","Western Michigan",-21,0,0,44.166,-11.6660000000001,0.217,-5.333,-1.667,0.024,-1,14,-144,-2.6,30,-5,-0.0189753320683119,5.5,-230,45.5,-6
"599","Northern Illinois","Ohio",26,0,0.333,88,9.83300000000003,-1.2,11,0.333,-0.029,0,168,27,-0.0999999999999996,-10,-2,0.102941176470588,-1.5,-140,65.5,-7
"600","Ohio","Northern Illinois",-26,0,-0.333,-88,-9.83300000000003,1.2,-11,-0.333,0.029,0,-168,-27,0.0999999999999996,10,2,-0.102941176470588,1.5,120,65.5,7
"601","Akron","Kent State",3,0,-0.25,-127.25,-98.75,-1.3,-12.5,0,0.1,-2,-211,-106,0.6,-30,0,0.166666666666667,19.5,525,67,-6
"602","Kent State","Akron",-3,0,0.25,127.25,98.75,1.3,12.5,0,-0.1,2,211,106,-0.6,30,0,-0.166666666666667,-19.5,-800,67,6
"603","Buffalo","Toledo",32,0,0.5,-35.417,-27.667,-1.525,3.167,0.167,-0.03,0,-24,-10,-3.1,29,2,-0.082111436950146,7.5,250,62,7
"604","Toledo","Buffalo",-32,0,-0.5,35.417,27.667,1.525,-3.167,-0.167,0.03,0,24,10,3.1,-29,-2,0.082111436950146,-7.5,-300,62,-7
"605","Eastern Michigan","Ball State",-16,0,0.314,-3.51400000000001,-42.429,2.017,22.971,0.743,0.011,-3,-180,-130,4.8,45,1,-0.00891861761426999,3,115,57.5,4
"606","Ball State","Eastern Michigan",16,0,-0.314,3.51400000000001,42.429,-2.017,-22.971,-0.743,-0.011,3,180,130,-4.8,-45,-1,0.00891861761426999,-3,-135,57.5,-4
"607","Bowling Green","Central Michigan",15,0,-0.567,3.967,-36.633,-0.2,-5.43299999999999,-0.4,-0.0179999999999999,0,-23,-12,-1.5,25,1,-0.0673234811165849,7.5,210,50.5,16
"608","Central Michigan","Bowling Green",-15,0,0.567,-3.967,36.633,0.2,5.43299999999999,0.4,0.0179999999999999,0,23,12,1.5,-25,-1,0.0673234811165849,-7.5,-250,50.5,-16
"609","Wake Forest","Boston College",-29,0,1.4,73.6,146.6,2.66,-5.2,-1.4,0.04,4,187,234,6.9,-30,-1,0.205627705627706,-20.5,-1600,61.5,28
"610","Boston College","Wake Forest",29,0,-1.4,-73.6,-146.6,-2.66,5.2,1.4,-0.04,-4,-187,-234,-6.9,30,1,-0.205627705627706,20.5,800,61.5,-28
"611","Syracuse","Clemson",47,0,-0.2,-4.19999999999999,-12.8,1.06,8.00000000000001,0.8,0.022,0,12,19,-0.4,-12,2,-0.012173913043478,13,400,51.5,-6
"612","Clemson","Syracuse",-47,0,0.2,4.19999999999999,12.8,-1.06,-8.00000000000001,-0.8,-0.022,0,-12,-19,0.4,12,-2,0.012173913043478,-13,-575,51.5,6
"613","Duke","Miami",6,0,1.833,107.167,-1.91699999999997,0.85,-2.833,-1,0.052,4,190,84,0.300000000000001,-74,1,0.014726507713885,9,255,61,24
"614","Miami","Duke",-6,0,-1.833,-107.167,1.91699999999997,-0.85,2.833,1,-0.052,-4,-190,-84,-0.300000000000001,74,-1,-0.014726507713885,-9,-310,61,-24
"615","Virginia","Georgia Tech",15,0,0.8,-28.6,0.199999999999989,0.3,15,2,-0.0599999999999999,1,-174,-93,2.8,-22,3,0.03921568627451,3.5,130,47,7
"616","Georgia Tech","Virginia",-15,0,-0.8,28.6,-0.199999999999989,-0.3,-15,-2,0.0599999999999999,-1,174,93,-2.8,22,-3,-0.03921568627451,-3.5,-150,47,-7
"617","Louisiana Monroe","Army",38,9.6966887417219,-0.25,-92.25,-7,-1.95,13.5,-0.5,0.232,0,-158,31,5,-11,-1,0.264550264550265,7.5,230,56,-24
"618","Army","Louisiana Monroe",-38,-9.6966887417219,0.25,92.25,7,1.95,-13.5,0.5,-0.232,0,158,-31,-5,11,1,-0.264550264550265,-7.5,-280,56,24
"619","Texas","Oklahoma State",-36,0,-1.133,33.967,2.66699999999997,1.283,-1.2,-0.1,0.111,-3,50,-23,-0.2,-19,-1,0.20940170940171,-4,-200,65,-7
"620","Oklahoma State","Texas",36,0,1.133,-33.967,-2.66699999999997,-1.283,1.2,0.1,-0.111,3,-50,23,0.2,19,1,-0.20940170940171,4,170,65,7
"621","TCU","Kansas State",1,0,0.8,-19.667,52.733,0.34,-5,0.4,0.036,3,93,122,-5.7,15,0,-0.0750000000000001,-5,-200,58,10
"622","Kansas State","TCU",-1,0,-0.8,19.667,-52.733,-0.34,5,-0.4,-0.036,-3,-93,-122,5.7,-15,0,0.0750000000000001,5,170,58,-10
"623","Kansas","Baylor",11,0,0.5,52.667,3.75,0.708,11.75,-0.5,-0.027,0,-4,-160,-1.6,33,-2,0.025025025025025,9,300,63,-12
"624","Baylor","Kansas",-11,0,-0.5,-52.667,-3.75,-0.708,-11.75,0.5,0.027,0,4,160,1.6,-33,2,-0.025025025025025,-9,-400,63,12
"625","West Virginia","Texas Tech",52,0,0.4,50.2,-32,0.34,13.2,-1.2,-0.001,1,69,-27,1.6,-4,0,0.0296010296010301,4,230,69,-38
"626","Texas Tech","West Virginia",-52,0,-0.4,-50.2,32,-0.34,-13.2,1.2,0.001,-1,-69,27,-1.6,4,0,-0.0296010296010301,-4,-280,69,38
"627","Louisville","Pittsburgh",2,0,0.267,29.767,12.567,-1.677,11.833,0.233,-0.012,-3,-128,-23,3.1,-21,1,0.030952380952381,-1.5,-140,57,14
"628","Pittsburgh","Louisville",-2,0,-0.267,-29.767,-12.567,1.677,-11.833,-0.233,0.012,3,128,23,-3.1,21,-1,-0.030952380952381,1.5,120,57,-14
"629","Wyoming","Utah State",-16,0,-0.667,-37.417,-106.25,-0.85,-45.917,-2.167,-0.114,-1,-122,-86,3.8,-78,-2,0.02457757296467,-3.5,-170,42,14
"630","Utah State","Wyoming",16,0,0.667,37.417,106.25,0.85,45.917,2.167,0.114,1,122,86,-3.8,78,2,-0.02457757296467,3.5,145,42,-14
"631","Air Force","Boise State",13,0,1.2,124.833,58.7,5.807,-14.667,-0.433,-0.139,4,90,-23,-2.4,-20,-1,-0.222222222222223,-4,-175,48.5,-5
"632","Boise State","Air Force",-13,0,-1.2,-124.833,-58.7,-5.807,14.667,0.433,0.139,-4,-90,23,2.4,20,1,0.222222222222223,4,150,48.5,5
"633","Hawai'i","Colorado State",5,0,1.55,68.45,120.4,0.23,-32.05,-0.5,-0.00700000000000001,2,124,134,2,-20,0,0.156363636363636,5.5,165,46.5,-4
"634","Colorado State","Hawai'i",-5,0,-1.55,-68.45,-120.4,-0.23,32.05,0.5,0.00700000000000001,-2,-124,-134,-2,20,0,-0.156363636363636,-5.5,-195,46.5,4
"635","Fresno State","New Mexico",-61,0,-0.267,-44.4,45.867,1.147,-27.3,0.333,0.0760000000000001,1,-6,64,1.9,-22,2,0.054166666666667,-12.5,-500,42.5,32
"636","New Mexico","Fresno State",61,0,0.267,44.4,-45.867,-1.147,27.3,-0.333,-0.0760000000000001,-1,6,-64,-1.9,22,-2,-0.054166666666667,12.5,360,42.5,-32
"637","Nevada","San Diego State",63,0,1.6,-19.033,16.9,1.017,-11.567,-0.533,0.173,1,-6,-140,-4,1,1,-0.087719298245614,9,240,36.5,-16
"638","San Diego State","Nevada",-63,0,-1.6,19.033,-16.9,-1.017,11.567,0.533,-0.173,-1,6,140,4,-1,-1,0.087719298245614,-9,-290,36.5,16
"639","Northwestern","Maryland",65,0,-1.167,-52.1,-36.133,-1.15,-37.4,1.233,-0.123,-3,-93,-100,0,-74,3,-0.058652729384436,14,400,52,-7
"640","Maryland","Northwestern",-65,0,1.167,52.1,36.133,1.15,37.4,-1.233,0.123,3,93,100,0,74,-3,0.058652729384436,-14,-575,52,7
"641","Indiana","Rutgers",10,0,-0.167,-75.5,34.833,0.0249999999999995,-20.167,0.083,0.013,0,-79,3,-0.5,-83,0,0.297674418604651,3,125,45.5,-7
"642","Rutgers","Indiana",-10,0,0.167,75.5,-34.833,-0.0249999999999995,20.167,-0.083,-0.013,0,79,-3,0.5,83,0,-0.297674418604651,-3,-145,45.5,7
"643","Minnesota","Penn State",35,0,-0.167,11.75,-41.333,-0.225,-19.333,1,0.001,1,31,-88,-3.3,-35,3,-0.080459770114943,5,175,44,-28
"644","Penn State","Minnesota",-35,0,0.167,-11.75,41.333,0.225,19.333,-1,-0.001,-1,-31,88,3.3,35,-3,0.080459770114943,-5,-210,44,28
"645","Purdue","Wisconsin",32,0,0.7,-24.433,93.567,-0.24,-3.767,0.0329999999999999,0.0720000000000001,-1,65,325,1.7,-58,-1,0.064814814814815,1.5,110,52.5,-11
"646","Wisconsin","Purdue",-32,0,-0.7,24.433,-93.567,0.24,3.767,-0.0329999999999999,-0.0720000000000001,1,-65,-325,-1.7,58,1,-0.064814814814815,-1.5,-130,52.5,11
